sl_contract_id,pregunta_id,pregunta_aclaracion,respuesta_aclaracion
1704225,417632,Buenas tardes estimada entidad contratante Se pueden incluir planos de distribución de loshabitáculos asistenciales que solicitan?,Remitirse a la respuesta de la pregunta 9.
1704225,417633,Buenas tardes estimada entidad contratante Por favor adjuntar las especificaciones detalladas delhabitáculo asistencial de cada unidad móvil?,Remitirse a la respuesta de la pregunta 1 y 9.
1710924,392069,"Estimada Entidad, por favor confirmar si se requieren muestras","Buenos Dias, senores oferentes particioantes, para verificacion de los bienes a adquirirse por esta Entidad Contrantante, requerimos la entrega de muestras de una unidad de overol, botas y chaleco tactico, ya que se necesita analizar la calidad de los productos que sean usado por personal militar y cumplir con las normas de seguridad."
1710924,392070,"BUENOS DÍAS SE REQUIEREN MUESTRAS? COMO ES LA PRESENTACIÓN DE LA OFERTA, POR CUAL MEDIO? SOLICITOIMÁGENES DE LOS ÍTEMS POR FAVOR. GRACIAS.","Buenos Dias, senores oferentes particioantes, para verificacion de los bienes a adquirirse por esta Entidad Contrantante, requerimos la entrega de muestras de una unidad de overol, botas y chaleco tactico, ya que se necesita analizar la calidad de los productos que sean usado por personal militar y cumplir con las normas de seguridad. El medio para presentacion de la oferta de acuerdo a los pliegos adjuntos en la parte de observacion."
1709875,392134,"Estimados en vista de la situación actual que vive el país, solicito se permita la entregadelaoferta únicamente en forma digital a través del SOCE, o correo electrónico, favorfacilitarlosdebidos correos para la entrega de la misma. Favor no limitar la libre participación.Gracias","Señor OferenteConforme lo estipula en el pliego en la sección IV EVALUACION DE LAS OFERTAS TECNICAS en OBSERVACION .- Los oferentes adicional a la presentación de la oferta electrónica a traves del portal institucional del Sercop, deberán remitir la oferta y de ser el caso la convalidacion de errores al correo electrónico adminfinanciero07d01@educacion.gob.ec"
1701657,392363,"Estimados Señores! el sistema SUT no permite registrar el plan anual de Registro de planificaciónde capacitaciones en materia de seguridad y salud en el trabajo, a empresas con menos de 10trabajadores en la actualidad nuestra empresa cuenta con menos de 10 trabajadores se puede presentarcarta de compromiso?","Estimado oferente., recordar que el servicio que va prestar es parauna Institución Hospitalaria por lo cual se requiere que todo el personal capacitado"
1701657,392364,"Estimados señores a que se refiere con Folleto de los materiales de aseo a utilizar, paraelpersonal como para brindar el servicio. Es un manual o un plan?","Estimado oferente, se refiere a las fichas técnicas de losmateriales que van a ser utilizados en las labores diarias"
1701657,392365,"señores esta entidad no respeta y quiere explotar a los trabajadores indicando que los turnos serande 12 horas en la area de 24 horas.. segun el codigo de trabajo los traajdores deben trabajar 40horas semaneles con 8 diarias, extendiendose en una jornada diaria de hasta de 10 horas con doshoras de comida. mi duda es. los auxiliares requerido son 33 para cubrir las jornadas de 24 de lunesa domingo incluido sabado domingo y feriados..... favor aclarar.","Estimado oferente, el Hospital presta sus servicios a la comunidadlos 365 dias del año 24/7"
1701657,392367,"señores en referencioa a las capacitaciones solicitadas a los auxilires y supervisores tanto comopara los de 24 horas y horas en referencia a la de limpieza hospitalaria solicitan una que esteavalada por el ministerio de salud publica y otra de 40 horas avlada por el setec. por que solocitar2 capacitaciones del mismo tema, mediante decreto ejecutivo 1043 del 2020 la setec se fusiono con elministerio de trabajo siedo este el responsable del sistema de cualificaciones en el pais.nuestrosauxiliares cuentan con capacitaciones el limpieza hospitalaria, manejo de desechosintrahospitalarios, manejo de quimicos y equipos. entre 60 y 40 horas avaladaspodemos presentar estacapacitacion, para cumplir con las dos capacitaciones. favor ser claro en sus respuestas.",Estimado oferente serán aceptadas las capacitaciones emitidaspor el MSP
1701657,392368,"por que solicitan cedula donde se evidencie ser bachiller, no es suficiente presentar el titulo debachiller. recordemos lo caotico que esta en el pais actualizar la cedula, que muchos de nuetrostrabajadores no se vizualiza el ser bachiller en la cedula. podemos presentar unicamente elcertificado de bachiller para cumplir con este requsito.","Estimado oferente, pueden participar con el Título de bachiller"
1701657,392369,"señores en referencioa a las capacitaciones solicitadas a los auxilires y supervisores tantocomopara los de 24 horas y 8 horas en referencia a la de limpieza hospitalaria solicitan una queesteavalada por el ministerio de salud publica y otra de 40 horas avlada por el setec. por quesolocitar2 capacitaciones del mismo tema, mediante decreto ejecutivo 1043 del 2020 la setec sefusiono con elministerio de trabajo siedo este el responsable del sistema de cualificaciones en elpais.nuestrosauxiliares cuentan con capacitaciones el limpieza hospitalaria, manejo dedesechosintrahospitalarios, manejo de quimicos y equipos. entre 60 y 40 horas avaladaspodemospresentar estacapacitacion, para cumplir con las dos capacitaciones. favor ser claro en susrespuestas.","Estimado oferente, pidiendo las disculpas del caso, Se consideranlas capacitaciones avaladas por el MSP"
1701657,392370,"Estimados Señores! el sistema SUT no permite registrar el plan anual de Registro deplanificaciónde capacitaciones en materia de seguridad y salud en el trabajo, a empresas con menosde 10trabajadores en la actualidad nuestra empresa cuenta con menos de 10 trabajadores se puedepresentarcarta de compromiso? Entenderia que este proceso esta direccionado ?","Estimado oferente, recordar que el servicio que va prestar es parauna Institución Hospitalaria por lo cual se requiere que todo el personal capacitado"
1701657,392371,"Porque solicitan 80 hrs de capacitación registrada en el SUT, si la ley permite avalar también loscertificados de capacitación que se han impartido por casas de salud que pertenecen al MSP","Estimado oferente, se aclara que se consideraran lascapacitaciones avaladas por el MSP"
1701657,392372,"SEÑORES COMO EMPRESA EL MUNICIPIO DE GUAYAQUIL NOS CONCEDIO UNA RESOLUCION EN LA QUE INDICA QUE ALENCONTRARNOS UBICADOS EN ZONA RESIDENCIAL NO SOMOS SUJETOS A TASA DE HABILITACIÓN Y PAGO DE PERMISODE BOMBEROS, PERO SI DEL PAGO DE PATENTE MUNICIPAL Y TASA DEL 1.5 POR MIL. PODEMOS PRESENTARRESOLUCION EMITIDA POR MUNICIPIO DE GUAYAQUIL. PARA CUMPLIR CON EL REQUERIMIENTO CON ELREQUERIMIENTO DEL PUNTO 16 DE LOS TDR.","Estimado Oferente, Si se puede presentar resolución emitida pormunicipio de Guayaquil"
1701657,392373,"QQue desfachatez al solicitar un médico ocupacional registrado en el acces. si quiera tienennoción cual es la función de esa entidad, pues es la institución encargada de ejercer laregulación técnica, control técnico y la vigilancia sanitaria de la calidad de los servicios desalud públicos, privados y comunitarios, con o sin fines de lucro, de las empresas de salud ymedicina prepagada y del personal de salud. segun el art. 2 del Decreto Ejecutivo 703. Como empresacontamos con un medico Ocupacional con titulo de tercer nivel y registradocomo profecional deseguridad y salud en el ministerio de trabajo y registrado en el sut, podemos presentralo paracumplir con este requerimiento. se agradece au respuesta clara y concisa, ademas que el medicoocupacional puede ser contrato como servicio externalizado.",por favor remitirse a los pliegos. Acuerdo Ministerial64 Directrices para el Ejercicio de las Profesiones de la Salud Acuerdo Ministerial 0137 reforma alAcuerdo Ministerial 64 Directrices para el Ejercicio de las Profesiones de la Salud Resolución 00112021: Normativa de registro de títulos
1701657,392374,"A que hacen referencia al solictar esto, Plan de emergencia y contingencia","Estimado oferente, el Plan de Emergencia y Contingencias es elinstrumento principal que define las políticas, los sistemas de organización y los procedimientosgenerales aplicables para enfrentar de manera oportuna, eficiente y eficaz las situaciones decalamidad, desastre o emergencia, en sus distintas fases"
1701657,392375,Favor aclarar este requerimiento. solicitado en el punto 16 de los tdr. Reglamento Manejo dedesechos sólidos líquidos e infecciosos de limpieza hospitalaria.,"Estimado oferente, Capacitaciones emitidas por el MSP"
1701657,392376,"Solictan a las empresas esto ? La empresa o representante en caso de ser persona natural deberáestar certificado en los siguientes temas..Bioseguridad en riesgo de naturaleza físico - químicascon una duración de 40 horas. Manejo de desechos y residuos hospitalarios con una duración mínimade 20 horas. Manejo de residuos sólidos hospitalarios COVID-19 duración 40 horas. Manejo adecuadode EPP y Uniformes con una duración de 40 horas. Inducción accidentes, seguridad y salud con unaduración de mínimo 3 horas. Protocolo e instructivo de seguridad Covid19. Guías de procedimientosde accidentes laborales y enfermedades..Guías de procedimientos de uso de prendas de protecciónpersonal. y las empresas juridicas que? estan pintadas, ademas estan solicitando estascapacitaciones a los auxiliares en limpieza hospitalaria que abarca todo lo especificadoanteriormente. la persona natural no va a laborar. sino ser el representante ante la institución,favor aclarar este punto","Estimado oferente, las capacitaciones solicitadas son para precautelar elbienestar de los trabajadores y pacientes de la institución hospitalaria"
1701657,392377,"señores por solictan una capacitación que no deben poseer los trabajadores del servicio delimpieza sino los responsables de calidad de la unidad certificadode capacitación ensupervisión decontrol decalidad en higieneambiental hospitalariamínimo 40 horas deduración avalado porunaentidad calificada por laSETEC, como empresa haremos nuestro reclamo formal ante el sercop pormedio de nuestro abogado por varios puntos fuera de elugar en este proceso en caso de no declinareste requisito...","Estimado oferente, se aclara que las capacitaciones serán aceptadas yavaladas por el MSP"
1701657,392378,"Esttimados para los medicos profecionales en suguridad y salud ocupacional no deben estr registradoen ACCSES para cumplir con las funciones, favor aclarar este requisito, que no esta claro","Estimado oferente, por favor remitir se a los pliegos. AcuerdoMinisterial 64 Directrices para el Ejercicio de las Profesiones de la Salud Acuerdo Ministerial 0137reforma al Acuerdo Ministerial 64 Directrices para el Ejercicio de las Profesiones de la SaludResolución 0011-2021: Normativa de registro de títulos"
1701657,392379,"Señores por solicitan copia de papeleta de votacion si en la ley organica del codigo de lademocracia prohibe este requisito lo cual aplica sacion a las entidades que incumplan con esto,favor aclarar este requisito.","Estimado oferente, pueden participar sin necesidad de presentar dichodocumento error tipográfico Involuntario"
1701657,392380,"Estimada entidad, en el punto 9. PERSONAL TÉCNICO MÍNIMO están solicitando operario o auxiliardelimpieza, indican que sean bachilleres. Se puede anexar personal con instrucción básica ? yaqueeste pedido de bachiller es causal de exclusión laboral","Estimado oferente, Por favor Remitirse a los pliegos"
1701657,392381,"Señores por estan solicitando capapcitacion en limpieza hospitalaria tanto de un ente avalado porla setec y el msp. 1 EL MSP no es un ente acreditado en el pais para capacitar, peor para emitircertificados. nosotros como empresa poseemos capacitaciones dictadas por el Secap y otra entidadacreditada. Una por 60 horas y otra por 40. esta institución no esta respetando el decretoejecutivo 1043.se puede presentar solamentente el avalado por la setec para cumplir con lascapacitaciones de limpieza hospitalaria requerida o favor aclaren si es una capacitacion del setc ola capacitacion del msp. favor aclarar .",Estimado oferente Se aclara que los certificados deberán ser avalados porel MSP
1701657,392382,"haqan un anaIisis de precios como otras instituciones si hacen, anaIicen eI vaIor que se va ensaIarios y beneficios sociaIes y no adjudiquen a Ias empresas que dan eI contrato por debajo de eseprecio porque es evidente que Ia unica forma es expIotando a Ios trabajadores. Ies doy un dato entreeI 80% y 85% es eI costo de saIarios y beneficios sociaIes para Ias empresas de Iimpieza eI resto esinsumos, gastos financieros, gastos de depreciación maquinaria, gastos administrativos.Iapropensión marginaI deI saIario como se IIama en Economía es de 1.41 para Ia empresas de servicioscompImentarios. es decir que cada doIar de saIario representa para Ias empresas 1 doIar 41 centavos.esto es porque por cada doIar se debe tambien cubrir costo de IESS hacer reservas para pagos dedecimos, fondos de reserva, vacaciones.","Estimado oferente, favor remitirse a los pliegos"
1701657,392383,"EN CASO DE CONVALIDACIONES APARTE DE SUBIR AL PORTAL SE DEBE ENVIAR POR CORREO O POR FISICO? SEPUEDE ENVIAR LA OFERTA UNICAMENTE POR EL PORTAL SOCE? SI O NO? PORQUE? RESPONDA PORFAVOR SURESPUESTA ES IMPORTANTE.EN CASO DE NEGOCIACION PUEDE SER POR VIDEOLLAMADA O DE MANERA TELEMATICALAENTREGA DE LA OFERTA DE FISICO ES SOLO EL CD O IMPRESA?deben exigir el reglamento de seguridad ysalud actualizado al 2022 dado que la matriz de reisgo cambio para todo el país por el actualestado de pandemia.ustedes son corresponsabIes que a Ios trabajadores se Ies pague eI sueIdo, horasextras, IESS, decimo tercero, decimo cuarto, vacaciones, fondos. No basta con RoIES QUE PUEDENfaIsificar esas maIas empresas sino con Ia evidencia de Ia cartoIa que eI dinero fue depositado acada trabajador. Existimos empresas que si cumpIimos que Ios ex trabajadores ruegan que voIvamospero como vamos a voIver si en SUBASTA se bajan a precios que nisiquiera aIcanza a","Estimado oferente, Las convalidaciones las pueden realizar a través deportal de SOCE, al correo y de manera física. Y en cuanto a la Negociación se requiere que sea demanera PRESENCIAL"
1701657,392384,"Como van hacer las entregas? Será una sola entrega o sera semanal o mensual favor indicar lafrecuencia anual?POR FAVOR EL CORREO ELECTRONICA PARA ENVIAR LA OFERTA DE ACUERDO A LA NUEVANORMATIVA VIGENTE,SE PUEDE ENVIAR LA OFERTA POR WETRANSFER DADO QUE EL SISTEMA SOCE SOLO PERMITE10MB POR ACHIVO Y EL PESO DE LA OFERTA ES MAYOR Y NIVEL DE ALMACENAMIENTO Y VELOCIDAD DE ENVIO ESMEJOR POR WETRANSFER TAL COMO ESTABLECE EN LA NORMATIVA VIGENTE","Estimado of erente, deberá guiarse por el documento denominado ?Formade presentar la oferta? que se encuentra como anexo en los pliegos del proceso"
