sl_contract_id,pregunta_id,pregunta_aclaracion,respuesta_aclaracion
1701657,392371,solicitar hrs capacitación registrado sut ley permitir avalar loscertificado capacitación haber impartir casa salud pertenecer msp,estimado oferente aclarar considerar lascapacitación avalado msp
1701657,392372,señor empresa municipio guayaquil conceder resolucion indicar alencontrar ubicado zona residencial ser sujetos tasa habilitación pago permisode bombero pago patente municipal tasa mil poder presentaresolucion emitido municipio guayaquil cumplir requerimiento elrequerimiento punto tdr,estimado oferente poder presentar resolución emitido pormunicipio guayaquil
1701657,392373,desfachatez solicitar médico ocupacional registrado acz querer tienenoción ser función entidad pues ser institución encargado ejercer laregulación técnico control técnico vigilancia sanitario calidad servicio desalud público privado comunitario fin lucro empresa salud ymedicín prepagado personal salud segun art decreto ejecutivo empresacontar medico ocupacional titulo tercer nivel registradocomo profecional deseguridad salud ministerio trabajo registrado sut poder presentralo paracumplir requerimiento agradecer respuesta claro concisa adema medicocupacional poder ser contrato servicio externalizado,favor remitir pliego acuerdo ministerial64 directriz ejercicio profesión salud acuerdo ministerial reforma alacuerdo ministerial directriz ejercicio profesión salud resolución normativa registro título
1701657,392374,hacer referencia solictar plan emergencia contingencia,estimado oferente plan emergencia contingencia ser elinstrumento principal definir política sistema organización procedimientosgeneral aplicable enfrentar manera oportuno eficiente eficaz situación decalamidad desastre emergencia distinto fase
1701657,392375,favor aclarar requerimiento solicitado punto tdr reglamento manejo dedesecho sólido líquido infecioso limpieza hospitalario,estimado oferente capacitación emitido msp
1701657,392376,solictar empresa empresa representante caso ser persona natural deberáestar certificado siguiente tema bioseguridad riesgo naturaleza físico químicascon duración hora manejo desecho residuo hospitalario duración mínimade hora manejo residuo sólido hospitalario covid- duración hora manejo adecuadode ep uniforme duración hora indución acident seguridad salud unaduración mínimo hora protocolo instructivo seguridad covid19 guía procedimientosde acidente laboral enfermedad guía procedimiento uso prenda proteciónpersonal empresa juridica estir pintada adema solicitar estascapacitación auxiliar limpieza hospitalario abarcar especificadoanteriormente persona natural laborar sino ser representante institución favor aclarar punto,estimado oferente capacitación solicitado ser precautelar elbienestar trabajador paciente institución hospitalario
1701657,392377,señor solictar capacitación deber poser trabajador servicio delimpiezar sino responsable calidad unidad certificadode capacitación ensupervisión decontrol decalidad higieneambiental hospitalariamínimo hora deduración avalado porunaentidad calificado lasetec empresa hacer reclamo formal sercop pormedio abogado varios punto elugar proceso caso declinarestir requisito,estimado oferente aclarar capacitación ser aceptar yavalada msp
1701657,392378,estimado medico profecional suguridad salud ocupacional deber estr registradoen acs cumplir función favor aclarar requisito claro,estimado oferente favor remitir pliego acuerdoministerial directriz ejercicio profesión salud acuerdo ministerial 0137reforma acuerdo ministerial directriz ejercicio profesión saludresolución normativa registro título
1701657,392379,señor solicitar copia papeleta votacion ley organico codigo lademocracia prohibir requisito aplicar sacion entidad incumplar favor aclarar requisito,estimado oferente poder participar necesidad presentar dichodocumento eror tipográfico involuntario
1701657,392380,estimar entidad punto personal técnico mínimo solicitar operario auxiliardelimpieza indicar ser bachiler poder anexar personal instrución básico yaqueste pedido bachiler ser causal exclusión laboral,estimado oferente favor remitir pliego
1701657,392381,señor solicitar capapcitacion limpieza hospitalario ente avalado setec msp msp ser ente acreditado pai capacitar peor emitircertificado empresa posear capacitación dictado secap entidadacreditada hora institución respetar decretoejecutivo .se poder presentar solamentente avalado setec cumplir lascapacitación limpieza hospitalario requerido favor aclarir ser capacitacion setc ola capacitacion msp favor aclarar,estimado oferente aclarar certificado deber ser avalar porel msp
1701657,392382,haqan anaisis precio institución hacer anaicir vaior ensaiario beneficio sociaies adjudicar ios empresa dar contrato debajo eseprecio ser evidente unicar forma ser expiotar trabajador ies dar dato entrei ser costo saiario beneficio sociaies ios empresa impieza resto esinsumo gasto financiero gasto depreciación maquinario gasto administrativos.iapropensión marginai dei saiario iamir economía ser empresa servicioscompimentario decir cada doiar saiario representar ios empresa doiar centavos.esto ser cada doiar deber tambien cubrir costo ies hacer reserva pago dedecimos fondo reserva vacación,estimado oferente favor remitir pliego
1701657,392383,caso convalidación aparte subir portal deber enviar coreo fisico sepuedir enviar oferta unicamente portal socir respondar porfavor surespuesta ser importante.en caso negociacion poder ser videolamar manera telematicalaentrego oferta fisico ser solo impresa?debir exigir reglamento seguridad ysalud actualizado dado matriz reisgo cambio país actualestado pandemia.ustedes ser coresponsabi trabajador pagar sueido horasextra ies decimo tercero decimo cuarto vacación fondo bastar roi puedenfaisificar maia empresa sino evidencia cartoia dinero ser depositar acado trabajador existir empresa cumpimos ios trabajador rogar voivamospero voiver subasta bajar precio nisiqueír aicanza,estimado oferente convalidación poder realizar través deportal soce coreo manera físico cuanto negociación requerir ser demanera presencial
1701657,392384,hacer entrega ser solo entrega sero semanal mensual favor indicar lafrecuencia anual?por favor coreo electronico enviar oferta acuerdo nuevanormativa vigente poder enviar oferta wetransfer dado sistema sozar solo permite10 achivo peso oferta ser mayor nivel almacenamiento velocidad envio esmejor wetransfer tal establecer normativa vigente,estimado erente deber guiar documento denominado formadir presentar oferta encontrar anexo pliego proceso
1701657,392385,haber presentar documentacion personal poder presentar solo principal ser decirpersonal técnico supervisor.podemos presentar carta compromiso cuanto personal dado quemucha vez ser mejor contratar personal existente evitar caida eficiencia yaconocir area necesidad vez personal ser zona localidad dichocompromiso indicario presentación inmediata hoja vida carne vacuna actualizado,estimado oferente requerir manera físico cantidad personalsolicitado respectivo hoja vida capacitación solicitado documento solicitado
1701657,392386,buena tarde entidad empresa posemos oficina pose oficina zona residencial posemos resolución dado gobierno autonomo guayaquil nodeclarar sujeto pasivo pago tasa habilitacion requerimos permiso debomberos.podemos presentar resolucion cumplir permiso bombero,estimado oferente poder presentar resolución participar domiciliado guayaquil
1701657,392387,micro empresa requerimos permiso bombero acuerdo municipio cuerpo bombero deguayaquil ubicacion empresa encuantrar zona resisdencial ser solo deuso oficina comercio ser obligatorio pregunta ser poder presentarcarta compromiso caso ser adjudicar presentaremos permiso bombero documentoque justificque mismo,estimado oferente favor remitir pliego
1701657,392388,acerca certificado limpieza hospitalario tener auxiliar tener certificadosen limpieza hsopitalario avalado msp avalado setec poder presentarcapacitación entidad solictada mps setec cumplir capacitacion 40horas limpieza hospitalria solicitado,estimado oferente considerar certificado avalado msp
1701657,392389,estimado hoy acercar acz indicar registrar solo medico saludocupacional sino unidad salud respectivo personal consulter ustedespor solicitar requisito aclare.favor aclarar requisito lalonscp art gracia,estimado oferente favor remitir pliego acuerdo ministerial64 directriz ejercicio profesión salud acuerdo ministerial reforma alacuerdo ministerial directriz ejercicio profesión salud resolución normativa registro título
1701657,392390,estiamdo solictar certificado salud msp tambien solictar certificado deaptitud laboral empresa poder presentar solo certificado aptitud laboral paracumplir requisito,estimado oferente favor remitir pliego
1701657,392391,estiamado solictar certificado salud msp tambien solicitar certificadodeaptitud laboral empresa poder presentar solo certificado aptitud laboralparacumplir requisito,estimado oferente favor remitir pliego
1701657,392392,señor solicitar capacitacion limpieza desinfecion hospitalaria supervision controlde calidad higiene ambiental hospitalaria ambsa minimo hora avalado setec perola setec ser ente acreditador cualifición existir mayo .entoces resolver clar,estimado oferente considerar certificado avalado msp
1701657,392393,poder presentar permiso bombero ciudad encontrar domiciliado empresa,estimado oferente solicitar participante tener oficinasdomiciliado guayaquil
1701657,392394,estimar entidad poder entregar oferta físico fin precautelar medio ambiente.ya realizar carpeta requisito solicitado serio rededor folder,estimado oferente deber guiar documento denominado formadir presentar oferta encontrar anexo pliego proceso
1701657,392395,aclaracion,aclaracion estimado oferent aclar siguiente numeral personal tecnico eror tipeo solicitar elcertificado capacitación ser avalar setec corecto ser quesear avalado ministerio salud público personal técnico poder presentar copia título bachiler
1701657,392396,aclaracion,aclaracion estimado oferent aclar siguiente numeral personal tecnico eror tipeo solicitar elcertificado capacitación ser avalar setec corecto ser quesear avalado ministerio salud público personal técnico poder presentar copia título bachiler
1684854,392776,aclaracion,receptar ninguno pregunta aclaración ser necesario realizar contestacion parte comisión tecnico proceso
1708570,396531,estimado solicitar solución backup replicación ambiente virtualizado indicar lacantidad máquina virtual ofertar solución licenciar base número demáquina virtual favor proporcionar dato fundamental,referencia pregunta determinar promedio máquina virtual
1708570,396523,cuanto personal técnico solicitar técnico instalador contar certificacionesdel fabricante solución hiperconvergente ofertado así solución devirtualización solicitar proceso,referencia pregunta parte interesado manifestar profesional deber tener tercer nivel superior área fin experto tecnología hiperconvergencia autorizado fabricante ofrecer instalación configuración solución ofertado obstante numeral especificación técnico detalar ingeniero implementación infraestructura hiperconvergencia virtualización favor regir información constar especificación técnico solicitado
1708570,396524,personal técnico solicitar técnico instalador contar certificacionesdelfabricante solución hiperconvergente ofertado así solución devirtualizacióncar solicitar proceso ser instructor certificado objeto garantizar lainstalación transferencia conocimiento,referencia pregunta parte interesado manifestar profesional deber tener tercer nivel superior área fin experto tecnología hiperconvergencia autorizado fabricante ofrecer instalación configuración solución ofertado obstante numeral especificación técnico detalar ingeniero implementación infraestructura hiperconvergencia virtualización favor regir información constar especificación técnico solicitado
1708570,396525,gerente proyecto solicitar master seguridad informático aplicado solicitar seamaster gerencia sistema equivalente certificación pmp rol ser gerenciar elproyecto,vez revisar pregunta mediante análisis técnico realizado comisión considerar ampliar titulación académico relación reglamento armonización nomenclatura título profesional grado académico ces referir posgrado maester campo amplio número tecnología información comunicación campo especifico tecnología información comunicación campo detalado literal sistema información
1708570,396526,especificación técnico solicitar ingeniero análisis implementación seguridadpara hiperconvergencia embargo titulación solicitar master evaluación auditoríadir sistema tecnológico especificación técnico observar proceso ser dehiperconvergencia virtualización backup ninguno lado proyecto encontrar hayalgún requerimiento seguridad solicitar eliminar perfil claramente observar ser uneror,estimado oferente relación interogante ser eror establecer especificación técnico personal técnico literal requisito mínimo solicitado mismo ser encargado determinar corecto implementación infraestructura hiperconvergente infraestructura seguridad disponer actualmente institución mismo acorde objetivo especifico planteado especificación técnico ser estrictamente necesario calificación certificación judicatura resolución proceso pericial seguridad informática
1708570,396527,tiempo entrega solución poder ser menor,siempre cumplir requerimiento solicitado pliego especificación técnico
1708570,396528,característica hipervisor decir deber soportar alto disponibilidad máquinasvirtual caída nodo maquina virtual reinicien forma automático enotro nodo hipervisor deber incluir high availability haber objeto automatizar elreinicio aplicación cuestión minuto caso falo hardware delsistema operativo,dar respuesta pregunta usted manifestar ser corecto
1708570,396529,estimar entidad rol ingeniero análisis implementación seguridad parahiperconvergencio haber eror aplicar solucion requerir base delproceso solicitar eliminir,estimado oferente relación interogante ser eror establecer especificación técnico personal técnico literal requisito mínimo solicitado mismo ser encargado determinar corecto implementación infraestructura hiperconvergente infraestructura seguridad disponer actualmente institución mismo acorde objetivo específico planteado especificación técnico ser estrictamente necesario calificación certificación judicatura resolución proceso pericial seguridad informática
1708570,396530,estimado favor ayuda confirmar ser hipervisor solicitado lasespecificación técnico hacer referencia dos tipo hipervisor característica delhipervisor pág. virtualizacion hipervisor pág. ser ahv vsphere indicar desto dos ser solicitado mercado existir cumplir parámetrosolicitado,estimado oferente respecto pregunta ríjar especificación técnico requerido publicado proceso código nro sie-ueb-
1708570,396532,estimado según entendimiento oferente deber reutilizar equipo existenteservidor realizar instalación configuración integración sistemahiperconvergent tener respaldo replicación dato data center alterno laueb garantizar servidor existente infraestructura ser compatible lasolución hiperconvergencia solicitado pliego tener capacidad nivel hardware ysoftwarar ser factible replicar nodo principal confirmar ser corecto nuestrapreciación,estimado oferente referencia usted manifestar ser corecto
1708570,396533,estimado favor indicar capacidad almacenamiento solicitado ser elclúster requerir considerar almacenamiento tolerancia falo indicar ser lorequerir,favor regir punto especificación técnico publicado proceso
1708570,396534,estimado pliego indicar oferente deber reutilizar equipo existenteservidor realizar instalación configuración integración sistemahiperconvergent tener respaldo replicación dato data center alterno sesolicita- proporcionir número parte servidor configuración actual nivelde hardware ejem cpu procesador disco memoria,respecto pregunta disponer equipo generación generación
1708570,396535,estimado pliego solicitar backup replicación ambiente virtualizado sinembargo pedir infraestructura back según entendimiento uebprover hardware necesario compatible solución solicitado pliego escorectir entendimiento,estimado oferente referencia usted manifestar usted corecto
1708570,396536,estimar entidad apartado experiencia mínimo personal técnico solicitar rol deingeniero análisis implementación seguridad hiperconvergencia calificado ycertificado judicatura resolución proceso pericial seguridad informática.este proceso contratación infraestructura ser instancia judicial soliciteun perito característica direcionar empresa especifico esterol tener ver objeto contrato,estimado oferente relación interogante ninguno instancia proceso direcionar ninguno empresa obstante comisión técnica considerar pertinente ser estrictamente necesario calificación certificación judicatura resolución proceso pericial seguridad informática
1708570,396537,estimar entidad contratante característica servidor paginar ítem solicitacar solución ofertado cumplir normativa hipa pci-ds cis protocolosúnicamente cumplir solo marca nutanix ser requerir solución dehiperconvergencia fin proceso permitir libre competencia preservar misióndel servicio compra público solicitar admitar participación marca,estimado oferente ríjar especificación técnico requerido proceso embargo poder ofertar cualquiera marca siempre cumplir determinado especificación técnico pliego equipo ofertar proceso
1708570,396538,estimar entidad contratante característica soporte contenedor paginar ítem .se solicitar solución deber prover driver compatible estándar csi container storageinterface característica únicamente cumplir marca nutanix ser requerir unasolución hiperconvergencia fin proceso permitir libre competenciapreservar misión servicio compra público solicitar admitar participación deotra marca,estimado oferente ríjar especificación técnico requerido proceso embargo poder ofertar cualquiera marca siempre cumplir determinado especificación técnico pliego equipo ofertar proceso
1708570,396539,estimar entidad contratante especificación técnico equipo paginar ítem .se solicitar solución hiperconvergencia deber capacidad ofrecer solución dealmacenamiento objeto almacenamiento deber soportar api uso backup retención largo plazo big datar devops característica únicamente cumplir marcanutanix ser requerir solución hiperconvergencia fin procesopermitar libre competencia preservar misión servicio compra público solicitamose admitar participación marca,estimado oferente ríjar especificación técnico requerido proceso embargo poder ofertar cualquiera marca siempre cumplir determinado especificación técnico pliego equipo ofertar proceso
1708570,396540,estimar entidad contratante especificación técnico equipo paginar ítem .se solicitar solución hiperconvergencia deber contar funcionalidad eldespliegar través wizard configuración varios servidor archivo via nfs ysmb característica deber consistir varios máquina virtual combinado unainstancia servidor archivo clúster dentro único cluster hiperconvergencia sedebir poder crear múltiple instancia servidor archivo característica únicamentecumple marca nutanix ser requerir solución hiperconvergencia fin decar proceso permitir libre competencia preservar misión servicio compraspública solicitar admitar participación marca,estimado oferente ríjar especificación técnico requerido proceso embargo poder ofertar cualquiera marca siempre cumplir determinado especificación técnico pliego equipo ofertar proceso
1708570,396541,estimar entidad contratante característica software hiperconvergencia paginar .ítem solicitar software hiperconvergencia deair contar mínimo lasiguient certificación seguridad eal2 comon criterio fips compliant nistsp80-131a nsa suite section vpat trade agrement act ta compliant certificacionesúnicamente cumplir marca nutanix ser requerir solución hiperconvergencia conel fin proceso permitir libre competencia preservar misión servicio decompra público solicitar admitar participación marca,estimado oferente ríjar especificación técnico requerido proceso embargo poder ofertar cualquiera marca siempre cumplir determinado especificación técnico pliego equipo ofertar proceso
